course,relative_path,extension,size_bytes,status,note,detail
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\option-assertions.js,.js,10009,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\option-assertions.js.map,.map,24902,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\options.js,.js,8033,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\options.js.map,.map,26082,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\plugins.js,.js,2088,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\plugins.js.map,.map,6416,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\removed.js,.js,2410,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\config\validation\removed.js.map,.map,3890,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\errors\config-error.js,.js,476,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\errors\config-error.js.map,.map,861,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\errors\rewrite-stack-trace.js,.js,3221,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\errors\rewrite-stack-trace.js.map,.map,10313,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\async.js,.js,2594,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\async.js.map,.map,7334,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\fs.js,.js,591,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\fs.js.map,.map,1049,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\functional.js,.js,1300,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\gensync-utils\functional.js.map,.map,3006,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\index.js,.js,5875,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\index.js.map,.map,6106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parse.js,.js,1429,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parse.js.map,.map,3694,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parser\index.js,.js,2298,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parser\index.js.map,.map,4899,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parser\util\missing-plugin-helper.js,.js,13031,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\parser\util\missing-plugin-helper.js.map,.map,20764,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\tools\build-external-helpers.js,.js,4558,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\tools\build-external-helpers.js.map,.map,11300,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-ast.js,.js,1680,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-ast.js.map,.map,4478,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-file-browser.js,.js,733,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-file-browser.js.map,.map,1550,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-file.js,.js,1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform-file.js.map,.map,3170,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform.js,.js,1510,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transform.js.map,.map,4001,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\block-hoist-plugin.js,.js,1928,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\block-hoist-plugin.js.map,.map,5703,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\babel-7-helpers.cjs,.cjs,148,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\babel-7-helpers.cjs.map,.map,578,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\file.js,.js,5949,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\file.js.map,.map,15999,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\generate.js,.js,2260,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\generate.js.map,.map,5367,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\merge-map.js,.js,855,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\file\merge-map.js.map,.map,3483,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\index.js,.js,3078,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\index.js.map,.map,7770,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\normalize-file.js,.js,3653,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\normalize-file.js.map,.map,8508,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\normalize-opts.js,.js,1604,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\normalize-opts.js.map,.map,4053,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\plugin-pass.js,.js,1176,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\plugin-pass.js.map,.map,3567,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\util\clone-deep.js,.js,1621,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\transformation\util\clone-deep.js.map,.map,4336,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\vendor\import-meta-resolve.js,.js,41549,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\lib\vendor\import-meta-resolve.js.map,.map,109982,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\LICENSE,(none),1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\package.json,.json,2504,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\README.md,.md,401,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\config\files\index-browser.ts,.ts,3009,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\config\files\index.ts,.ts,747,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\config\resolve-targets-browser.ts,.ts,1216,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\config\resolve-targets.ts,.ts,1729,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\transform-file-browser.ts,.ts,844,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\core\src\transform-file.ts,.ts,1832,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\buffer.js,.js,8755,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\buffer.js.map,.map,26369,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\base.js,.js,2660,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\base.js.map,.map,6208,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\classes.js,.js,5677,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\classes.js.map,.map,14982,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\deprecated.js,.js,738,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\deprecated.js.map,.map,2171,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\expressions.js,.js,7662,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\expressions.js.map,.map,18873,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\flow.js,.js,16628,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\flow.js.map,.map,38471,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\index.js,.js,3858,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\index.js.map,.map,4018,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\jsx.js,.js,3030,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\jsx.js.map,.map,7400,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\methods.js,.js,5870,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\methods.js.map,.map,15553,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\modules.js,.js,8609,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\modules.js.map,.map,20009,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\statements.js,.js,6495,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\statements.js.map,.map,17373,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\template-literals.js,.js,1152,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\template-literals.js.map,.map,3164,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\types.js,.js,6969,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\types.js.map,.map,17127,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\typescript.js,.js,18443,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\generators\typescript.js.map,.map,45451,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\index.js,.js,4246,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\index.js.map,.map,14180,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\index.js,.js,3735,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\index.js.map,.map,9362,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\parentheses.js,.js,12341,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\parentheses.js.map,.map,28212,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\whitespace.js,.js,4990,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\node\whitespace.js.map,.map,14589,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\printer.js,.js,27769,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\printer.js.map,.map,75595,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\source-map.js,.js,3083,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\source-map.js.map,.map,8159,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\token-map.js,.js,5490,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\lib\token-map.js.map,.map,14632,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\LICENSE,(none),1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\package.json,.json,1083,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\generator\README.md,.md,434,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\debug.js,.js,1072,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\debug.js.map,.map,2507,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\filter-items.js,.js,2435,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\filter-items.js.map,.map,5807,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\index.js,.js,7939,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\index.js.map,.map,18517,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\options.js,.js,465,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\options.js.map,.map,956,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\pretty.js,.js,953,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\pretty.js.map,.map,2206,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\targets.js,.js,587,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\targets.js.map,.map,1350,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\utils.js,.js,1984,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\lib\utils.js.map,.map,4566,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\LICENSE,(none),1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\package.json,.json,1040,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-compilation-targets\README.md,.md,376,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\data\browser-upper.json,.json,19908,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\data\builtin-lower.json,.json,203,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\data\builtin-upper.json,.json,718,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\LICENSE,(none),1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\package.json,.json,814,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-globals\README.md,.md,330,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\import-builder.js,.js,4193,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\import-builder.js.map,.map,10126,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\import-injector.js,.js,10954,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\import-injector.js.map,.map,31199,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\index.js,.js,1145,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\index.js.map,.map,3182,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\is-module.js,.js,219,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\lib\is-module.js.map,.map,523,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\LICENSE,(none),1106,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
Digital Forensic,Project Digital Forensic  Copy\integration-forenchain-frontend-main\node_modules\@babel\helper-module-imports\package.json,.json,722,indexed_vendor_only,,Skipped content import for vendor/cache/git path.
